year,text
2011-10-12, I stated in the 10 bed all girls dorm. It was cute and clean with its own bath, kitchen, fridge, lockers you must rent. You get a sheet and a hand towel free. There ARE mice. One girl saw one and I had a bag of food chewed through. Free wireless on the ground floor and a computer. NO common area.
2011-10-15, The staff, particularly the Czech guy, are very helpful and friendly. The location is great for getting to and fro the train station and exploring the Red Light District. In virtually any direction from the hostel there is something to do or see. The 20 bed dorm does the job ok, and its not the Hostels fault you get people at all hours making noise and switching all the lights on. The showers and toilets are opposite and in full view of the reception, which sucks a bit.
2011-09-16, Cannot rate this place enough. I was there in Sept 2011 and stayed on the 4th floor. Lockers for each person. Staff were very helpful when I had friends arriving on different days, they made sure we were all in the same room. Place was clean and location ideal - close to Centraal station and close to Dam Square! Will definitely go back!
2011-09-14, I get what I expected. But be careful if you have dust-allergies: the blankets are quite dusty.
2011-09-12, A very nice place. For being so small, it was still well maintained and the staff was very friendly.
2011-08-27, Excelent! It's an amazing hostel, I'd tell anyone to go there! The staff were lovely, let us borrow their umbrellas. There was a little concussion with payment that was quickly resolved.
2006-04-25, It needs to be stated that a cat is always present in the hotel common room because I am highly allergic. It created a poor experience.
2012-01-03, I had 2 mice under my bed and after having noticed them at night I went to the reception in the next morning. The staff said it's "normal" in Amsterdam and that they'd have traps and would put more in our room. They did NOTHING! So the next night we prepared the mice's "house" on ourself with some magazines and a chair and could sleep (like maybe the mice did?!). Maybe mice are the price we paid for having a bed in an Amsterdam hostel for 11,-€/night...?!
2011-08-16, A hostel better suited for younger travellers and party-ers. So many people in one room makes it a bit noisy for sleeping. But in a central location.
2011-08-14, The mattresses urgently need to change. They are so thin that the main bar in the bed-frame stuck into my back. If you need a flat bed, this is not the place.
2011-09-15, Nice hostel to know more abt the building in Netherlands... It's in a traditional building... Narrow building...:) If the floor can b much clean( some dirty left near my bed ) n with Wifi in rooms upstairs.. It will b perfect!
2011-07-22, Disclaimer: My girlfriend and I had our own room with a private bath. These accommodations are not even in the same building as the regular hostel. Hence, my review does not speak to what most people will experience there.
2011-08-14, Doesn't have a common area so if you want to meet people you´ll have to do it outside or in the 22 mixed room (as i did)!\r I changed to a 10 female room the last night and it was perfect, really big place, clean and with many facilities!
2011-07-19, Just good for a bed and thats it.
2011-07-13, no kitchen, no extra room
2011-09-16, Most annoying thing were the hostel staff opening the door and switching on the lights at 9am, starting to make the beds, plus talking fairly loudly (not too sure if that was mainly guests to be honest). Didn't have high expectations as I read the previous reviews, but was still rather disappointed with how small and unfriendly everything seemed. Cheapest hostel I could find over the weekend though, there was a bed (not a comfy one), alright bathrooms and internet, so it's all I needed.
2011-07-06, Good location near central station and dam square, cheap by Amsterdam standards! helpful staff and very clean, would stay again.
2011-07-09, I thought the hostel was in an excellent location and was clean, tidy and good value for money. The staff were very friendly and spoke perfect English. The wifi didn't work very well though and it was shame that there was no communal area.
